frequency	V(inoise)	V(onoise)
3.801893963205607e-001	1.971390e-007	7.028947e-008
3.890451449942800e-001	1.926543e-007	7.008083e-008
3.981071705534967e-001	1.882718e-007	6.986435e-008
4.073802778041121e-001	1.839891e-007	6.963981e-008
4.168693834703348e-001	1.798040e-007	6.940702e-008
4.265795188015920e-001	1.757142e-007	6.916574e-008
4.365158322401653e-001	1.717175e-007	6.891580e-008
4.466835921509624e-001	1.678119e-007	6.865698e-008
4.570881896148742e-001	1.639953e-007	6.838908e-008
4.677351412871974e-001	1.602656e-007	6.811192e-008
4.786300923226375e-001	1.566209e-007	6.782529e-008
4.897788193684454e-001	1.530593e-007	6.752903e-008
5.011872336272715e-001	1.495788e-007	6.722296e-008
5.128613839913641e-001	1.461776e-007	6.690691e-008
5.248074602497718e-001	1.428539e-007	6.658073e-008
5.370317963702519e-001	1.396060e-007	6.624428e-008
5.495408738576236e-001	1.364321e-007	6.589742e-008
5.623413251903481e-001	1.333305e-007	6.554004e-008
5.754399373371559e-001	1.302996e-007	6.517201e-008
5.888436553555879e-001	1.273378e-007	6.479326e-008
6.025595860743567e-001	1.244435e-007	6.440370e-008
6.165950018614811e-001	1.216152e-007	6.400327e-008
6.309573444801921e-001	1.188514e-007	6.359195e-008
6.456542290346544e-001	1.161506e-007	6.316968e-008
6.606934480075949e-001	1.135114e-007	6.273648e-008
6.760829753919806e-001	1.109323e-007	6.229235e-008
6.918309709189353e-001	1.084121e-007	6.183734e-008
7.079457843841367e-001	1.059494e-007	6.137149e-008
7.244359600749888e-001	1.035428e-007	6.089490e-008
7.413102413009162e-001	1.011912e-007	6.040764e-008
7.585775750291823e-001	9.889315e-008	5.990987e-008
7.762471166286903e-001	9.664758e-008	5.940171e-008
7.943282347242799e-001	9.445324e-008	5.888334e-008
8.128305161640976e-001	9.230899e-008	5.835496e-008
8.317637711026693e-001	9.021368e-008	5.781677e-008
8.511380382023747e-001	8.816621e-008	5.726903e-008
8.709635899560788e-001	8.616548e-008	5.671199e-008
8.912509381337437e-001	8.421043e-008	5.614593e-008
9.120108393559078e-001	8.230004e-008	5.557117e-008
9.332543007969890e-001	8.043328e-008	5.498804e-008
9.549925860214339e-001	7.860917e-008	5.439687e-008
9.772372209558086e-001	7.682674e-008	5.379804e-008
9.999999999999978e-001	7.508503e-008	5.319193e-008
1.023292992280752e+000	7.338314e-008	5.257894e-008
1.047128548050897e+000	7.172017e-008	5.195950e-008
1.071519305237604e+000	7.009521e-008	5.133402e-008
1.096478196143182e+000	6.850742e-008	5.070296e-008
1.122018454301961e+000	6.695595e-008	5.006678e-008
1.148153621496880e+000	6.543998e-008	4.942593e-008
1.174897554939527e+000	6.395871e-008	4.878089e-008
1.202264434617410e+000	6.251135e-008	4.813215e-008
1.230268770812378e+000	6.109713e-008	4.748019e-008
1.258925411794164e+000	5.971530e-008	4.682549e-008
1.288249551693131e+000	5.836514e-008	4.616855e-008
1.318256738556404e+000	5.704592e-008	4.550986e-008
1.348962882591650e+000	5.575694e-008	4.484991e-008
1.380384264602881e+000	5.449753e-008	4.418918e-008
1.412537544622750e+000	5.326701e-008	4.352815e-008
1.445439770745923e+000	5.206473e-008	4.286731e-008
1.479108388168203e+000	5.089005e-008	4.220711e-008
1.513561248436204e+000	4.974236e-008	4.154802e-008
1.548816618912477e+000	4.862103e-008	4.089049e-008
1.584893192461109e+000	4.752549e-008	4.023496e-008
1.621810097358925e+000	4.645513e-008	3.958185e-008
1.659586907437555e+000	4.540941e-008	3.893158e-008
1.698243652461739e+000	4.438776e-008	3.828455e-008
1.737800828749370e+000	4.338964e-008	3.764114e-008
1.778279410038917e+000	4.241453e-008	3.700173e-008
1.819700858609977e+000	4.146190e-008	3.636666e-008
1.862087136662861e+000	4.053124e-008	3.573629e-008
1.905460717963241e+000	3.962208e-008	3.511094e-008
1.949844599758039e+000	3.873392e-008	3.449090e-008
1.995262314968873e+000	3.786628e-008	3.387647e-008
2.041737944669523e+000	3.701873e-008	3.326793e-008
2.089296130854033e+000	3.619079e-008	3.266553e-008
2.137962089502225e+000	3.538203e-008	3.206950e-008
2.187761623949545e+000	3.459203e-008	3.148008e-008
2.238721138568332e+000	3.382037e-008	3.089746e-008
2.290867652767766e+000	3.306662e-008	3.032185e-008
2.344228815319914e+000	3.233041e-008	2.975340e-008
2.398832919019482e+000	3.161132e-008	2.919229e-008
2.454708915685022e+000	3.090899e-008	2.863865e-008
2.511886431509572e+000	3.022303e-008	2.809261e-008
2.570395782768855e+000	2.955309e-008	2.755429e-008
2.630267991895373e+000	2.889880e-008	2.702378e-008
2.691534803926906e+000	2.825983e-008	2.650118e-008
2.754228703338157e+000	2.763583e-008	2.598656e-008
2.818382931264444e+000	2.702646e-008	2.547998e-008
2.884031503126595e+000	2.643141e-008	2.498149e-008
2.951209226666375e+000	2.585036e-008	2.449113e-008
3.019951720402005e+000	2.528300e-008	2.400892e-008
3.090295432513579e+000	2.472903e-008	2.353489e-008
3.162277660168367e+000	2.418814e-008	2.306905e-008
3.235936569296270e+000	2.366006e-008	2.261138e-008
3.311311214825898e+000	2.314451e-008	2.216189e-008
3.388441561392012e+000	2.264120e-008	2.172055e-008
3.467368504525302e+000	2.214987e-008	2.128734e-008
3.548133892335740e+000	2.167025e-008	2.086223e-008
3.630780547700999e+000	2.120210e-008	2.044518e-008
3.715352290971711e+000	2.074516e-008	2.003614e-008
3.801893963205597e+000	2.029918e-008	1.963506e-008
3.890451449942790e+000	1.986393e-008	1.924189e-008
3.981071705534956e+000	1.943918e-008	1.885656e-008
4.073802778041110e+000	1.902469e-008	1.847902e-008
4.168693834703337e+000	1.862025e-008	1.810918e-008
4.265795188015909e+000	1.822563e-008	1.774698e-008
4.365158322401642e+000	1.784063e-008	1.739234e-008
4.466835921509612e+000	1.746503e-008	1.704518e-008
4.570881896148731e+000	1.709864e-008	1.670542e-008
4.677351412871962e+000	1.674126e-008	1.637297e-008
4.786300923226363e+000	1.639269e-008	1.604774e-008
4.897788193684440e+000	1.605274e-008	1.572965e-008
5.011872336272701e+000	1.572123e-008	1.541861e-008
5.128613839913625e+000	1.539799e-008	1.511451e-008
5.248074602497702e+000	1.508282e-008	1.481728e-008
5.370317963702503e+000	1.477556e-008	1.452680e-008
5.495408738576220e+000	1.447605e-008	1.424300e-008
5.623413251903465e+000	1.418412e-008	1.396577e-008
5.754399373371542e+000	1.389960e-008	1.369501e-008
5.888436553555861e+000	1.362234e-008	1.343063e-008
6.025595860743549e+000	1.335219e-008	1.317253e-008
6.165950018614792e+000	1.308899e-008	1.292061e-008
6.309573444801902e+000	1.283260e-008	1.267477e-008
6.456542290346524e+000	1.258287e-008	1.243492e-008
6.606934480075928e+000	1.233966e-008	1.220096e-008
6.760829753919785e+000	1.210284e-008	1.197279e-008
6.918309709189331e+000	1.187227e-008	1.175032e-008
7.079457843841344e+000	1.164782e-008	1.153345e-008
7.244359600749864e+000	1.142936e-008	1.132207e-008
7.413102413009137e+000	1.121675e-008	1.111611e-008
7.585775750291798e+000	1.100988e-008	1.091546e-008
7.762471166286877e+000	1.080863e-008	1.072002e-008
7.943282347242774e+000	1.061288e-008	1.052971e-008
8.128305161640951e+000	1.042250e-008	1.034443e-008
8.317637711026666e+000	1.023739e-008	1.016409e-008
8.511380382023720e+000	1.005743e-008	9.988594e-009
8.709635899560761e+000	9.882505e-009	9.817856e-009
8.912509381337408e+000	9.712516e-009	9.651784e-009
9.120108393559049e+000	9.547354e-009	9.490290e-009
9.332543007969861e+000	9.386913e-009	9.333284e-009
9.549925860214309e+000	9.231090e-009	9.180679e-009
9.772372209558055e+000	9.079783e-009	9.032388e-009
9.999999999999947e+000	8.932895e-009	8.888324e-009
1.023292992280749e+001	8.790328e-009	8.748402e-009
1.047128548050894e+001	8.651983e-009	8.612537e-009
1.071519305237601e+001	8.517769e-009	8.480646e-009
1.096478196143179e+001	8.387589e-009	8.352646e-009
1.122018454301957e+001	8.261355e-009	8.228453e-009
1.148153621496876e+001	8.138975e-009	8.107987e-009
1.174897554939523e+001	8.020359e-009	7.991167e-009
1.202264434617406e+001	7.905421e-009	7.877913e-009
1.230268770812375e+001	7.794074e-009	7.768144e-009
1.258925411794160e+001	7.686233e-009	7.661785e-009
1.288249551693127e+001	7.581813e-009	7.558756e-009
1.318256738556400e+001	7.480733e-009	7.458981e-009
1.348962882591646e+001	7.382910e-009	7.362384e-009
1.380384264602877e+001	7.288265e-009	7.268889e-009
1.412537544622746e+001	7.196717e-009	7.178421e-009
1.445439770745919e+001	7.108190e-009	7.090908e-009
1.479108388168199e+001	7.022604e-009	7.006277e-009
1.513561248436199e+001	6.939886e-009	6.924454e-009
1.548816618912472e+001	6.859960e-009	6.845370e-009
1.584893192461104e+001	6.782751e-009	6.768953e-009
1.621810097358920e+001	6.708189e-009	6.695135e-009
1.659586907437550e+001	6.636200e-009	6.623847e-009
1.698243652461734e+001	6.566714e-009	6.555020e-009
1.737800828749365e+001	6.499662e-009	6.488588e-009
1.778279410038912e+001	6.434976e-009	6.424486e-009
1.819700858609972e+001	6.372589e-009	6.362648e-009
1.862087136662855e+001	6.312433e-009	6.303011e-009
1.905460717963235e+001	6.254445e-009	6.245510e-009
1.949844599758032e+001	6.198561e-009	6.190085e-009
1.995262314968866e+001	6.144718e-009	6.136675e-009
2.041737944669515e+001	6.092853e-009	6.085219e-009
2.089296130854025e+001	6.042908e-009	6.035659e-009
2.137962089502218e+001	5.994821e-009	5.987935e-009
2.187761623949537e+001	5.948536e-009	5.941994e-009
2.238721138568324e+001	5.903996e-009	5.897777e-009
2.290867652767757e+001	5.861144e-009	5.855231e-009
2.344228815319906e+001	5.819927e-009	5.814302e-009
2.398832919019474e+001	5.780290e-009	5.774937e-009
2.454708915685013e+001	5.742182e-009	5.737087e-009
2.511886431509563e+001	5.705551e-009	5.700699e-009
2.570395782768846e+001	5.670348e-009	5.665727e-009
2.630267991895363e+001	5.636525e-009	5.632121e-009
2.691534803926897e+001	5.604032e-009	5.599834e-009
2.754228703338147e+001	5.572826e-009	5.568823e-009
2.818382931264434e+001	5.542860e-009	5.539041e-009
2.884031503126585e+001	5.514091e-009	5.510446e-009
2.951209226666364e+001	5.486475e-009	5.482996e-009
3.019951720401994e+001	5.459972e-009	5.456650e-009
3.090295432513568e+001	5.434542e-009	5.431368e-009
3.162277660168356e+001	5.410144e-009	5.407111e-009
3.235936569296258e+001	5.386742e-009	5.383841e-009
3.311311214825886e+001	5.364297e-009	5.361523e-009
3.388441561392000e+001	5.342774e-009	5.340120e-009
3.467368504525290e+001	5.322139e-009	5.319599e-009
3.548133892335728e+001	5.302358e-009	5.299925e-009
3.630780547700986e+001	5.283398e-009	5.281067e-009
3.715352290971697e+001	5.265227e-009	5.262994e-009
3.801893963205583e+001	5.247816e-009	5.245674e-009
3.890451449942776e+001	5.231134e-009	5.229080e-009
3.981071705534941e+001	5.215153e-009	5.213182e-009
4.073802778041095e+001	5.199845e-009	5.197954e-009
4.168693834703321e+001	5.185184e-009	5.183368e-009
4.265795188015893e+001	5.171144e-009	5.169399e-009
4.365158322401625e+001	5.157701e-009	5.156024e-009
4.466835921509595e+001	5.144830e-009	5.143217e-009
4.570881896148713e+001	5.132508e-009	5.130956e-009
4.677351412871944e+001	5.120712e-009	5.119219e-009
4.786300923226344e+001	5.109423e-009	5.107985e-009
4.897788193684422e+001	5.098618e-009	5.097232e-009
5.011872336272682e+001	5.088278e-009	5.086942e-009
5.128613839913606e+001	5.078383e-009	5.077096e-009
5.248074602497682e+001	5.068916e-009	5.067674e-009
5.370317963702482e+001	5.059859e-009	5.058660e-009
5.495408738576199e+001	5.051194e-009	5.050036e-009
5.623413251903443e+001	5.042905e-009	5.041787e-009
5.754399373371521e+001	5.034976e-009	5.033895e-009
5.888436553555840e+001	5.027393e-009	5.026347e-009
6.025595860743526e+001	5.020140e-009	5.019128e-009
6.165950018614769e+001	5.013204e-009	5.012224e-009
6.309573444801878e+001	5.006571e-009	5.005622e-009
6.456542290346499e+001	5.000229e-009	4.999309e-009
6.606934480075903e+001	4.994164e-009	4.993272e-009
6.760829753919759e+001	4.988365e-009	4.987500e-009
6.918309709189305e+001	4.982821e-009	4.981981e-009
7.079457843841317e+001	4.977521e-009	4.976705e-009
7.244359600749837e+001	4.972454e-009	4.971661e-009
7.413102413009111e+001	4.967610e-009	4.966839e-009
7.585775750291771e+001	4.962980e-009	4.962230e-009
7.762471166286849e+001	4.958554e-009	4.957824e-009
7.943282347242744e+001	4.954325e-009	4.953613e-009
8.128305161640920e+001	4.950281e-009	4.949588e-009
8.317637711026636e+001	4.946417e-009	4.945741e-009
8.511380382023688e+001	4.942724e-009	4.942064e-009
8.709635899560728e+001	4.939194e-009	4.938550e-009
8.912509381337374e+001	4.935821e-009	4.935192e-009
9.120108393559013e+001	4.932597e-009	4.931983e-009
9.332543007969824e+001	4.929517e-009	4.928916e-009
9.549925860214270e+001	4.926574e-009	4.925986e-009
9.772372209558016e+001	4.923761e-009	4.923185e-009
9.999999999999906e+001	4.921074e-009	4.920510e-009
1.023292992280745e+002	4.918506e-009	4.917953e-009
1.047128548050890e+002	4.916052e-009	4.915510e-009
1.071519305237596e+002	4.913708e-009	4.913176e-009
1.096478196143175e+002	4.911468e-009	4.910946e-009
1.122018454301953e+002	4.909328e-009	4.908816e-009
1.148153621496872e+002	4.907283e-009	4.906780e-009
1.174897554939518e+002	4.905330e-009	4.904835e-009
1.202264434617402e+002	4.903464e-009	4.902977e-009
1.230268770812370e+002	4.901681e-009	4.901202e-009
1.258925411794155e+002	4.899978e-009	4.899506e-009
1.288249551693122e+002	4.898351e-009	4.897886e-009
1.318256738556394e+002	4.896796e-009	4.896338e-009
1.348962882591640e+002	4.895311e-009	4.894860e-009
1.380384264602871e+002	4.893893e-009	4.893447e-009
1.412537544622740e+002	4.892538e-009	4.892098e-009
1.445439770745913e+002	4.891243e-009	4.890810e-009
1.479108388168193e+002	4.890007e-009	4.889579e-009
1.513561248436193e+002	4.888826e-009	4.888403e-009
1.548816618912466e+002	4.887698e-009	4.887279e-009
1.584893192461097e+002	4.886620e-009	4.886206e-009
1.621810097358913e+002	4.885591e-009	4.885181e-009
1.659586907437543e+002	4.884607e-009	4.884202e-009
1.698243652461727e+002	4.883668e-009	4.883267e-009
1.737800828749357e+002	4.882771e-009	4.882374e-009
1.778279410038904e+002	4.881914e-009	4.881521e-009
1.819700858609964e+002	4.881096e-009	4.880706e-009
1.862087136662848e+002	4.880314e-009	4.879928e-009
1.905460717963227e+002	4.879567e-009	4.879184e-009
1.949844599758025e+002	4.878855e-009	4.878474e-009
1.995262314968859e+002	4.878173e-009	4.877796e-009
2.041737944669508e+002	4.877523e-009	4.877148e-009
2.089296130854017e+002	4.876901e-009	4.876529e-009
2.137962089502209e+002	4.876308e-009	4.875938e-009
2.187761623949529e+002	4.875741e-009	4.875374e-009
2.238721138568316e+002	4.875199e-009	4.874835e-009
2.290867652767749e+002	4.874682e-009	4.874320e-009
2.344228815319897e+002	4.874189e-009	4.873828e-009
2.398832919019465e+002	4.873717e-009	4.873358e-009
2.454708915685004e+002	4.873266e-009	4.872910e-009
2.511886431509553e+002	4.872836e-009	4.872481e-009
2.570395782768836e+002	4.872425e-009	4.872072e-009
2.630267991895354e+002	4.872033e-009	4.871681e-009
2.691534803926887e+002	4.871658e-009	4.871308e-009
2.754228703338137e+002	4.871300e-009	4.870952e-009
2.818382931264423e+002	4.870958e-009	4.870611e-009
2.884031503126574e+002	4.870631e-009	4.870286e-009
2.951209226666354e+002	4.870320e-009	4.869976e-009
3.019951720401983e+002	4.870022e-009	4.869679e-009
3.090295432513557e+002	4.869738e-009	4.869396e-009
3.162277660168345e+002	4.869466e-009	4.869125e-009
3.235936569296247e+002	4.869206e-009	4.868867e-009
3.311311214825875e+002	4.868959e-009	4.868620e-009
3.388441561391988e+002	4.868722e-009	4.868384e-009
3.467368504525278e+002	4.868496e-009	4.868159e-009
3.548133892335715e+002	4.868280e-009	4.867944e-009
3.630780547700973e+002	4.868074e-009	4.867739e-009
3.715352290971684e+002	4.867877e-009	4.867543e-009
3.801893963205569e+002	4.867689e-009	4.867356e-009
3.890451449942762e+002	4.867510e-009	4.867177e-009
3.981071705534927e+002	4.867338e-009	4.867006e-009
4.073802778041081e+002	4.867174e-009	4.866843e-009
4.168693834703306e+002	4.867018e-009	4.866687e-009
4.265795188015877e+002	4.866868e-009	4.866539e-009
4.365158322401609e+002	4.866726e-009	4.866397e-009
4.466835921509579e+002	4.866589e-009	4.866261e-009
4.570881896148697e+002	4.866459e-009	4.866131e-009
4.677351412871927e+002	4.866335e-009	4.866008e-009
4.786300923226327e+002	4.866216e-009	4.865889e-009
4.897788193684405e+002	4.866103e-009	4.865777e-009
5.011872336272664e+002	4.865995e-009	4.865669e-009
5.128613839913588e+002	4.865892e-009	4.865566e-009
5.248074602497665e+002	4.865793e-009	4.865468e-009
5.370317963702464e+002	4.865699e-009	4.865374e-009
5.495408738576181e+002	4.865608e-009	4.865284e-009
5.623413251903425e+002	4.865523e-009	4.865198e-009
5.754399373371501e+002	4.865440e-009	4.865117e-009
5.888436553555820e+002	4.865362e-009	4.865039e-009
6.025595860743506e+002	4.865287e-009	4.864964e-009
6.165950018614748e+002	4.865216e-009	4.864893e-009
6.309573444801856e+002	4.865147e-009	4.864825e-009
6.456542290346476e+002	4.865082e-009	4.864760e-009
6.606934480075879e+002	4.865020e-009	4.864698e-009
6.760829753919735e+002	4.864960e-009	4.864638e-009
6.918309709189280e+002	4.864904e-009	4.864582e-009
7.079457843841292e+002	4.864849e-009	4.864528e-009
7.244359600749812e+002	4.864797e-009	4.864476e-009
7.413102413009084e+002	4.864748e-009	4.864427e-009
7.585775750291745e+002	4.864701e-009	4.864380e-009
7.762471166286822e+002	4.864656e-009	4.864335e-009
7.943282347242717e+002	4.864613e-009	4.864292e-009
8.128305161640892e+002	4.864571e-009	4.864251e-009
8.317637711026607e+002	4.864532e-009	4.864212e-009
8.511380382023659e+002	4.864495e-009	4.864175e-009
8.709635899560698e+002	4.864459e-009	4.864139e-009
8.912509381337344e+002	4.864424e-009	4.864105e-009
9.120108393558983e+002	4.864392e-009	4.864072e-009
9.332543007969792e+002	4.864360e-009	4.864041e-009
9.549925860214238e+002	4.864331e-009	4.864011e-009
9.772372209557982e+002	4.864302e-009	4.863983e-009
9.999999999999872e+002	4.864275e-009	4.863956e-009
1.023292992280741e+003	4.864249e-009	4.863930e-009
1.047128548050886e+003	4.864225e-009	4.863905e-009
1.071519305237592e+003	4.864201e-009	4.863882e-009
1.096478196143171e+003	4.864178e-009	4.863859e-009
1.122018454301949e+003	4.864157e-009	4.863838e-009
1.148153621496868e+003	4.864136e-009	4.863817e-009
1.174897554939514e+003	4.864116e-009	4.863797e-009
1.202264434617397e+003	4.864098e-009	4.863779e-009
1.230268770812365e+003	4.864080e-009	4.863761e-009
1.258925411794151e+003	4.864062e-009	4.863744e-009
1.288249551693117e+003	4.864046e-009	4.863728e-009
1.318256738556389e+003	4.864031e-009	4.863712e-009
1.348962882591635e+003	4.864015e-009	4.863697e-009
1.380384264602866e+003	4.864001e-009	4.863683e-009
1.412537544622735e+003	4.863988e-009	4.863669e-009
1.445439770745908e+003	4.863975e-009	4.863656e-009
1.479108388168187e+003	4.863963e-009	4.863644e-009
1.513561248436188e+003	4.863951e-009	4.863632e-009
1.548816618912460e+003	4.863939e-009	4.863621e-009
1.584893192461092e+003	4.863928e-009	4.863610e-009
1.621810097358908e+003	4.863918e-009	4.863599e-009
1.659586907437538e+003	4.863908e-009	4.863590e-009
1.698243652461721e+003	4.863899e-009	4.863580e-009
1.737800828749352e+003	4.863890e-009	4.863571e-009
1.778279410038899e+003	4.863881e-009	4.863562e-009
1.819700858609959e+003	4.863873e-009	4.863554e-009
1.862087136662842e+003	4.863866e-009	4.863546e-009
1.905460717963221e+003	4.863858e-009	4.863539e-009
1.949844599758018e+003	4.863851e-009	4.863532e-009
1.995262314968852e+003	4.863844e-009	4.863525e-009
2.041737944669501e+003	4.863838e-009	4.863518e-009
2.089296130854011e+003	4.863832e-009	4.863512e-009
2.137962089502203e+003	4.863826e-009	4.863506e-009
2.187761623949522e+003	4.863820e-009	4.863501e-009
2.238721138568309e+003	4.863815e-009	4.863495e-009
2.290867652767741e+003	4.863810e-009	4.863490e-009
2.344228815319890e+003	4.863805e-009	4.863485e-009
2.398832919019457e+003	4.863800e-009	4.863480e-009
2.454708915684996e+003	4.863796e-009	4.863476e-009
2.511886431509545e+003	4.863792e-009	4.863471e-009
2.570395782768828e+003	4.863788e-009	4.863467e-009
2.630267991895345e+003	4.863784e-009	4.863463e-009
2.691534803926878e+003	4.863780e-009	4.863459e-009
2.754228703338128e+003	4.863776e-009	4.863456e-009
2.818382931264414e+003	4.863773e-009	4.863452e-009
2.884031503126565e+003	4.863770e-009	4.863449e-009
2.951209226666344e+003	4.863767e-009	4.863446e-009
3.019951720401973e+003	4.863765e-009	4.863443e-009
3.090295432513546e+003	4.863762e-009	4.863440e-009
3.162277660168334e+003	4.863759e-009	4.863437e-009
3.235936569296236e+003	4.863757e-009	4.863435e-009
3.311311214825863e+003	4.863754e-009	4.863432e-009
3.388441561391976e+003	4.863752e-009	4.863430e-009
3.467368504525266e+003	4.863750e-009	4.863427e-009
3.548133892335703e+003	4.863748e-009	4.863425e-009
3.630780547700960e+003	4.863746e-009	4.863423e-009
3.715352290971671e+003	4.863744e-009	4.863421e-009
3.801893963205556e+003	4.863743e-009	4.863419e-009
3.890451449942748e+003	4.863741e-009	4.863417e-009
3.981071705534913e+003	4.863740e-009	4.863415e-009
4.073802778041067e+003	4.863738e-009	4.863414e-009
4.168693834703292e+003	4.863737e-009	4.863412e-009
4.265795188015863e+003	4.863735e-009	4.863411e-009
4.365158322401594e+003	4.863734e-009	4.863409e-009
4.466835921509563e+003	4.863733e-009	4.863408e-009
4.570881896148680e+003	4.863732e-009	4.863407e-009
4.677351412871911e+003	4.863731e-009	4.863405e-009
4.786300923226310e+003	4.863730e-009	4.863404e-009
4.897788193684387e+003	4.863729e-009	4.863403e-009
5.011872336272646e+003	4.863728e-009	4.863402e-009
5.128613839913570e+003	4.863728e-009	4.863401e-009
5.248074602497645e+003	4.863727e-009	4.863400e-009
5.370317963702444e+003	4.863726e-009	4.863399e-009
5.495408738576160e+003	4.863725e-009	4.863398e-009
5.623413251903404e+003	4.863725e-009	4.863397e-009
5.754399373371480e+003	4.863725e-009	4.863396e-009
5.888436553555798e+003	4.863724e-009	4.863395e-009
6.025595860743483e+003	4.863724e-009	4.863395e-009
6.165950018614725e+003	4.863723e-009	4.863394e-009
6.309573444801834e+003	4.863723e-009	4.863393e-009
6.456542290346454e+003	4.863722e-009	4.863393e-009
6.606934480075856e+003	4.863722e-009	4.863392e-009
6.760829753919711e+003	4.863722e-009	4.863392e-009
6.918309709189256e+003	4.863722e-009	4.863391e-009
7.079457843841267e+003	4.863721e-009	4.863391e-009
7.244359600749786e+003	4.863721e-009	4.863391e-009
7.413102413009058e+003	4.863721e-009	4.863390e-009
7.585775750291718e+003	4.863721e-009	4.863390e-009
7.762471166286794e+003	4.863721e-009	4.863389e-009
7.943282347242689e+003	4.863721e-009	4.863389e-009
8.128305161640863e+003	4.863721e-009	4.863389e-009
8.317637711026577e+003	4.863721e-009	4.863389e-009
8.511380382023628e+003	4.863721e-009	4.863389e-009
8.709635899560666e+003	4.863721e-009	4.863389e-009
8.912509381337311e+003	4.863721e-009	4.863388e-009
9.120108393558950e+003	4.863721e-009	4.863388e-009
9.332543007969760e+003	4.863721e-009	4.863389e-009
9.549925860214205e+003	4.863722e-009	4.863389e-009
9.772372209557949e+003	4.863722e-009	4.863389e-009
9.999999999999838e+003	4.863722e-009	4.863389e-009
1.023292992280738e+004	4.863722e-009	4.863389e-009
1.047128548050883e+004	4.863722e-009	4.863390e-009
1.071519305237589e+004	4.863723e-009	4.863390e-009
1.096478196143167e+004	4.863723e-009	4.863391e-009
1.122018454301945e+004	4.863723e-009	4.863391e-009
1.148153621496864e+004	4.863724e-009	4.863391e-009
1.174897554939510e+004	4.863724e-009	4.863392e-009
1.202264434617393e+004	4.863724e-009	4.863393e-009
1.230268770812361e+004	4.863725e-009	4.863393e-009
1.258925411794147e+004	4.863725e-009	4.863394e-009
1.288249551693113e+004	4.863725e-009	4.863395e-009
1.318256738556385e+004	4.863726e-009	4.863396e-009
1.348962882591631e+004	4.863726e-009	4.863397e-009
1.380384264602862e+004	4.863727e-009	4.863398e-009
1.412537544622731e+004	4.863727e-009	4.863399e-009
1.445439770745904e+004	4.863728e-009	4.863400e-009
