frequency	V(inoise)	V(onoise)
3.235936569296278e-001	2.570525e-007	5.209907e-009
3.311311214825907e-001	2.513098e-007	5.200473e-009
3.388441561392021e-001	2.457002e-007	5.190667e-009
3.467368504525312e-001	2.402209e-007	5.180476e-009
3.548133892335750e-001	2.348689e-007	5.169889e-009
3.630780547701009e-001	2.296414e-007	5.158896e-009
3.715352290971720e-001	2.245355e-007	5.147483e-009
3.801893963205607e-001	2.195487e-007	5.135639e-009
3.890451449942800e-001	2.146781e-007	5.123352e-009
3.981071705534967e-001	2.099214e-007	5.110611e-009
4.073802778041121e-001	2.052758e-007	5.097405e-009
4.168693834703348e-001	2.007390e-007	5.083721e-009
4.265795188015920e-001	1.963085e-007	5.069550e-009
4.365158322401653e-001	1.919820e-007	5.054879e-009
4.466835921509624e-001	1.877572e-007	5.039698e-009
4.570881896148742e-001	1.836319e-007	5.023996e-009
4.677351412871974e-001	1.796037e-007	5.007765e-009
4.786300923226375e-001	1.756707e-007	4.990994e-009
4.897788193684454e-001	1.718306e-007	4.973674e-009
5.011872336272715e-001	1.680816e-007	4.955798e-009
5.128613839913641e-001	1.644214e-007	4.937356e-009
5.248074602497718e-001	1.608483e-007	4.918343e-009
5.370317963702519e-001	1.573603e-007	4.898751e-009
5.495408738576236e-001	1.539555e-007	4.878575e-009
5.623413251903481e-001	1.506321e-007	4.857811e-009
5.754399373371559e-001	1.473883e-007	4.836454e-009
5.888436553555879e-001	1.442225e-007	4.814503e-009
6.025595860743567e-001	1.411329e-007	4.791954e-009
6.165950018614811e-001	1.381178e-007	4.768808e-009
6.309573444801921e-001	1.351757e-007	4.745066e-009
6.456542290346544e-001	1.323049e-007	4.720729e-009
6.606934480075949e-001	1.295039e-007	4.695800e-009
6.760829753919806e-001	1.267713e-007	4.670284e-009
6.918309709189353e-001	1.241054e-007	4.644187e-009
7.079457843841367e-001	1.215050e-007	4.617515e-009
7.244359600749888e-001	1.189685e-007	4.590278e-009
7.413102413009162e-001	1.164947e-007	4.562486e-009
7.585775750291823e-001	1.140822e-007	4.534150e-009
7.762471166286903e-001	1.117296e-007	4.505283e-009
7.943282347242799e-001	1.094357e-007	4.475901e-009
8.128305161640976e-001	1.071992e-007	4.446018e-009
8.317637711026693e-001	1.050189e-007	4.415653e-009
8.511380382023747e-001	1.028937e-007	4.384825e-009
8.709635899560788e-001	1.008223e-007	4.353554e-009
8.912509381337437e-001	9.880355e-008	4.321862e-009
9.120108393559078e-001	9.683641e-008	4.289771e-009
9.332543007969890e-001	9.491976e-008	4.257307e-009
9.549925860214339e-001	9.305252e-008	4.224495e-009
9.772372209558086e-001	9.123366e-008	4.191361e-009
9.999999999999978e-001	8.946215e-008	4.157934e-009
1.023292992280752e+000	8.773699e-008	4.124242e-009
1.047128548050897e+000	8.605718e-008	4.090315e-009
1.071519305237604e+000	8.442179e-008	4.056183e-009
1.096478196143182e+000	8.282987e-008	4.021876e-009
1.122018454301961e+000	8.128050e-008	3.987427e-009
1.148153621496880e+000	7.977277e-008	3.952868e-009
1.174897554939527e+000	7.830581e-008	3.918231e-009
1.202264434617410e+000	7.687874e-008	3.883548e-009
1.230268770812378e+000	7.549072e-008	3.848852e-009
1.258925411794164e+000	7.414093e-008	3.814176e-009
1.288249551693131e+000	7.282853e-008	3.779551e-009
1.318256738556404e+000	7.155273e-008	3.745011e-009
1.348962882591650e+000	7.031275e-008	3.710587e-009
1.380384264602881e+000	6.910781e-008	3.676311e-009
1.412537544622750e+000	6.793716e-008	3.642212e-009
1.445439770745923e+000	6.680004e-008	3.608322e-009
1.479108388168203e+000	6.569573e-008	3.574669e-009
1.513561248436204e+000	6.462351e-008	3.541282e-009
1.548816618912477e+000	6.358268e-008	3.508188e-009
1.584893192461109e+000	6.257252e-008	3.475415e-009
1.621810097358925e+000	6.159237e-008	3.442986e-009
1.659586907437555e+000	6.064155e-008	3.410926e-009
1.698243652461739e+000	5.971938e-008	3.379260e-009
1.737800828749370e+000	5.882523e-008	3.348007e-009
1.778279410038917e+000	5.795845e-008	3.317188e-009
1.819700858609977e+000	5.711840e-008	3.286823e-009
1.862087136662861e+000	5.630447e-008	3.256929e-009
1.905460717963241e+000	5.551602e-008	3.227524e-009
1.949844599758039e+000	5.475246e-008	3.198621e-009
1.995262314968873e+000	5.401320e-008	3.170234e-009
2.041737944669523e+000	5.329763e-008	3.142376e-009
2.089296130854033e+000	5.260519e-008	3.115058e-009
2.137962089502225e+000	5.193529e-008	3.088289e-009
2.187761623949545e+000	5.128738e-008	3.062077e-009
2.238721138568332e+000	5.066089e-008	3.036430e-009
2.290867652767766e+000	5.005528e-008	3.011353e-009
2.344228815319914e+000	4.947001e-008	2.986850e-009
2.398832919019482e+000	4.890454e-008	2.962925e-009
2.454708915685022e+000	4.835834e-008	2.939579e-009
2.511886431509572e+000	4.783092e-008	2.916814e-009
2.570395782768855e+000	4.732173e-008	2.894629e-009
2.630267991895373e+000	4.683030e-008	2.873024e-009
2.691534803926906e+000	4.635613e-008	2.851996e-009
2.754228703338157e+000	4.589872e-008	2.831541e-009
2.818382931264444e+000	4.545760e-008	2.811657e-009
2.884031503126595e+000	4.503230e-008	2.792339e-009
2.951209226666375e+000	4.462237e-008	2.773580e-009
3.019951720402005e+000	4.422733e-008	2.755375e-009
3.090295432513579e+000	4.384675e-008	2.737717e-009
3.162277660168367e+000	4.348020e-008	2.720599e-009
3.235936569296270e+000	4.312722e-008	2.704012e-009
3.311311214825898e+000	4.278742e-008	2.687948e-009
3.388441561392012e+000	4.246038e-008	2.672399e-009
3.467368504525302e+000	4.214568e-008	2.657354e-009
3.548133892335740e+000	4.184294e-008	2.642804e-009
3.630780547700999e+000	4.155176e-008	2.628739e-009
3.715352290971711e+000	4.127178e-008	2.615149e-009
3.801893963205597e+000	4.100261e-008	2.602023e-009
3.890451449942790e+000	4.074389e-008	2.589351e-009
3.981071705534956e+000	4.049528e-008	2.577122e-009
4.073802778041110e+000	4.025642e-008	2.565325e-009
4.168693834703337e+000	4.002698e-008	2.553948e-009
4.265795188015909e+000	3.980663e-008	2.542982e-009
4.365158322401642e+000	3.959506e-008	2.532415e-009
4.466835921509612e+000	3.939195e-008	2.522235e-009
4.570881896148731e+000	3.919699e-008	2.512433e-009
4.677351412871962e+000	3.900990e-008	2.502996e-009
4.786300923226363e+000	3.883039e-008	2.493914e-009
4.897788193684440e+000	3.865819e-008	2.485177e-009
5.011872336272701e+000	3.849301e-008	2.476774e-009
5.128613839913625e+000	3.833460e-008	2.468693e-009
5.248074602497702e+000	3.818271e-008	2.460926e-009
5.370317963702503e+000	3.803709e-008	2.453461e-009
5.495408738576220e+000	3.789750e-008	2.446289e-009
5.623413251903465e+000	3.776371e-008	2.439400e-009
5.754399373371542e+000	3.763550e-008	2.432785e-009
5.888436553555861e+000	3.751265e-008	2.426433e-009
6.025595860743549e+000	3.739495e-008	2.420336e-009
6.165950018614792e+000	3.728221e-008	2.414484e-009
6.309573444801902e+000	3.717421e-008	2.408870e-009
6.456542290346524e+000	3.707079e-008	2.403483e-009
6.606934480075928e+000	3.697175e-008	2.398318e-009
6.760829753919785e+000	3.687692e-008	2.393363e-009
6.918309709189331e+000	3.678613e-008	2.388613e-009
7.079457843841344e+000	3.669921e-008	2.384060e-009
7.244359600749864e+000	3.661602e-008	2.379695e-009
7.413102413009137e+000	3.653639e-008	2.375512e-009
7.585775750291798e+000	3.646018e-008	2.371504e-009
7.762471166286877e+000	3.638726e-008	2.367664e-009
7.943282347242774e+000	3.631748e-008	2.363986e-009
8.128305161640951e+000	3.625071e-008	2.360463e-009
8.317637711026666e+000	3.618684e-008	2.357089e-009
8.511380382023720e+000	3.612573e-008	2.353858e-009
8.709635899560761e+000	3.606728e-008	2.350764e-009
8.912509381337408e+000	3.601138e-008	2.347802e-009
9.120108393559049e+000	3.595790e-008	2.344967e-009
9.332543007969861e+000	3.590676e-008	2.342254e-009
9.549925860214309e+000	3.585785e-008	2.339656e-009
9.772372209558055e+000	3.581108e-008	2.337171e-009
9.999999999999947e+000	3.576636e-008	2.334793e-009
1.023292992280749e+001	3.572360e-008	2.332517e-009
1.047128548050894e+001	3.568271e-008	2.330340e-009
1.071519305237601e+001	3.564363e-008	2.328257e-009
1.096478196143179e+001	3.560626e-008	2.326265e-009
1.122018454301957e+001	3.557053e-008	2.324359e-009
1.148153621496876e+001	3.553638e-008	2.322536e-009
1.174897554939523e+001	3.550374e-008	2.320793e-009
1.202264434617406e+001	3.547254e-008	2.319126e-009
1.230268770812375e+001	3.544272e-008	2.317532e-009
1.258925411794160e+001	3.541421e-008	2.316008e-009
1.288249551693127e+001	3.538697e-008	2.314550e-009
1.318256738556400e+001	3.536093e-008	2.313157e-009
1.348962882591646e+001	3.533605e-008	2.311824e-009
1.380384264602877e+001	3.531227e-008	2.310551e-009
1.412537544622746e+001	3.528955e-008	2.309333e-009
1.445439770745919e+001	3.526783e-008	2.308169e-009
1.479108388168199e+001	3.524708e-008	2.307057e-009
1.513561248436199e+001	3.522726e-008	2.305993e-009
1.548816618912472e+001	3.520831e-008	2.304977e-009
1.584893192461104e+001	3.519021e-008	2.304005e-009
1.621810097358920e+001	3.517291e-008	2.303077e-009
1.659586907437550e+001	3.515639e-008	2.302189e-009
1.698243652461734e+001	3.514060e-008	2.301341e-009
1.737800828749365e+001	3.512551e-008	2.300531e-009
1.778279410038912e+001	3.511110e-008	2.299757e-009
1.819700858609972e+001	3.509733e-008	2.299017e-009
1.862087136662855e+001	3.508418e-008	2.298309e-009
1.905460717963235e+001	3.507161e-008	2.297634e-009
1.949844599758032e+001	3.505961e-008	2.296988e-009
1.995262314968866e+001	3.504814e-008	2.296371e-009
2.041737944669515e+001	3.503718e-008	2.295782e-009
2.089296130854025e+001	3.502671e-008	2.295219e-009
2.137962089502218e+001	3.501671e-008	2.294681e-009
2.187761623949537e+001	3.500717e-008	2.294167e-009
2.238721138568324e+001	3.499804e-008	2.293675e-009
2.290867652767757e+001	3.498933e-008	2.293206e-009
2.344228815319906e+001	3.498100e-008	2.292758e-009
2.398832919019474e+001	3.497305e-008	2.292330e-009
2.454708915685013e+001	3.496545e-008	2.291921e-009
2.511886431509563e+001	3.495820e-008	2.291530e-009
2.570395782768846e+001	3.495127e-008	2.291157e-009
2.630267991895363e+001	3.494465e-008	2.290800e-009
2.691534803926897e+001	3.493832e-008	2.290459e-009
2.754228703338147e+001	3.493228e-008	2.290134e-009
2.818382931264434e+001	3.492652e-008	2.289823e-009
2.884031503126585e+001	3.492101e-008	2.289526e-009
2.951209226666364e+001	3.491574e-008	2.289242e-009
3.019951720401994e+001	3.491072e-008	2.288971e-009
3.090295432513568e+001	3.490592e-008	2.288713e-009
3.162277660168356e+001	3.490133e-008	2.288465e-009
3.235936569296258e+001	3.489695e-008	2.288229e-009
3.311311214825886e+001	3.489277e-008	2.288004e-009
3.388441561392000e+001	3.488877e-008	2.287788e-009
3.467368504525290e+001	3.488496e-008	2.287583e-009
3.548133892335728e+001	3.488131e-008	2.287386e-009
3.630780547700986e+001	3.487783e-008	2.287198e-009
3.715352290971697e+001	3.487451e-008	2.287019e-009
3.801893963205583e+001	3.487133e-008	2.286848e-009
3.890451449942776e+001	3.486830e-008	2.286684e-009
3.981071705534941e+001	3.486540e-008	2.286528e-009
4.073802778041095e+001	3.486264e-008	2.286379e-009
4.168693834703321e+001	3.485999e-008	2.286236e-009
4.265795188015893e+001	3.485747e-008	2.286100e-009
4.365158322401625e+001	3.485506e-008	2.285970e-009
4.466835921509595e+001	3.485276e-008	2.285846e-009
4.570881896148713e+001	3.485056e-008	2.285727e-009
4.677351412871944e+001	3.484846e-008	2.285614e-009
4.786300923226344e+001	3.484646e-008	2.285506e-009
4.897788193684422e+001	3.484454e-008	2.285403e-009
5.011872336272682e+001	3.484271e-008	2.285304e-009
5.128613839913606e+001	3.484097e-008	2.285210e-009
5.248074602497682e+001	3.483930e-008	2.285120e-009
5.370317963702482e+001	3.483771e-008	2.285034e-009
5.495408738576199e+001	3.483619e-008	2.284952e-009
5.623413251903443e+001	3.483473e-008	2.284873e-009
5.754399373371521e+001	3.483335e-008	2.284798e-009
5.888436553555840e+001	3.483202e-008	2.284727e-009
6.025595860743526e+001	3.483076e-008	2.284658e-009
6.165950018614769e+001	3.482955e-008	2.284593e-009
6.309573444801878e+001	3.482839e-008	2.284531e-009
6.456542290346499e+001	3.482729e-008	2.284472e-009
6.606934480075903e+001	3.482624e-008	2.284415e-009
6.760829753919759e+001	3.482523e-008	2.284360e-009
6.918309709189305e+001	3.482427e-008	2.284309e-009
7.079457843841317e+001	3.482335e-008	2.284259e-009
7.244359600749837e+001	3.482248e-008	2.284212e-009
7.413102413009111e+001	3.482164e-008	2.284167e-009
7.585775750291771e+001	3.482084e-008	2.284124e-009
7.762471166286849e+001	3.482008e-008	2.284082e-009
7.943282347242744e+001	3.481935e-008	2.284043e-009
8.128305161640920e+001	3.481865e-008	2.284005e-009
8.317637711026636e+001	3.481799e-008	2.283969e-009
8.511380382023688e+001	3.481736e-008	2.283935e-009
8.709635899560728e+001	3.481675e-008	2.283903e-009
8.912509381337374e+001	3.481617e-008	2.283871e-009
9.120108393559013e+001	3.481562e-008	2.283842e-009
9.332543007969824e+001	3.481509e-008	2.283813e-009
9.549925860214270e+001	3.481459e-008	2.283786e-009
9.772372209558016e+001	3.481411e-008	2.283760e-009
9.999999999999906e+001	3.481365e-008	2.283735e-009
1.023292992280745e+002	3.481321e-008	2.283711e-009
1.047128548050890e+002	3.481279e-008	2.283689e-009
1.071519305237596e+002	3.481239e-008	2.283667e-009
1.096478196143175e+002	3.481200e-008	2.283646e-009
1.122018454301953e+002	3.481164e-008	2.283627e-009
1.148153621496872e+002	3.481129e-008	2.283608e-009
1.174897554939518e+002	3.481096e-008	2.283590e-009
1.202264434617402e+002	3.481064e-008	2.283573e-009
1.230268770812370e+002	3.481034e-008	2.283556e-009
1.258925411794155e+002	3.481005e-008	2.283541e-009
1.288249551693122e+002	3.480977e-008	2.283526e-009
1.318256738556394e+002	3.480950e-008	2.283511e-009
1.348962882591640e+002	3.480925e-008	2.283498e-009
1.380384264602871e+002	3.480901e-008	2.283485e-009
1.412537544622740e+002	3.480878e-008	2.283472e-009
1.445439770745913e+002	3.480856e-008	2.283460e-009
1.479108388168193e+002	3.480835e-008	2.283449e-009
1.513561248436193e+002	3.480815e-008	2.283438e-009
1.548816618912466e+002	3.480796e-008	2.283428e-009
1.584893192461097e+002	3.480777e-008	2.283418e-009
1.621810097358913e+002	3.480760e-008	2.283409e-009
1.659586907437543e+002	3.480743e-008	2.283399e-009
1.698243652461727e+002	3.480727e-008	2.283391e-009
1.737800828749357e+002	3.480712e-008	2.283383e-009
1.778279410038904e+002	3.480698e-008	2.283375e-009
1.819700858609964e+002	3.480684e-008	2.283367e-009
1.862087136662848e+002	3.480670e-008	2.283360e-009
1.905460717963227e+002	3.480658e-008	2.283353e-009
1.949844599758025e+002	3.480646e-008	2.283347e-009
1.995262314968859e+002	3.480634e-008	2.283341e-009
2.041737944669508e+002	3.480623e-008	2.283335e-009
2.089296130854017e+002	3.480612e-008	2.283329e-009
2.137962089502209e+002	3.480602e-008	2.283324e-009
2.187761623949529e+002	3.480593e-008	2.283318e-009
2.238721138568316e+002	3.480584e-008	2.283313e-009
2.290867652767749e+002	3.480575e-008	2.283309e-009
2.344228815319897e+002	3.480567e-008	2.283304e-009
2.398832919019465e+002	3.480559e-008	2.283300e-009
2.454708915685004e+002	3.480551e-008	2.283296e-009
2.511886431509553e+002	3.480544e-008	2.283292e-009
2.570395782768836e+002	3.480537e-008	2.283288e-009
2.630267991895354e+002	3.480530e-008	2.283284e-009
2.691534803926887e+002	3.480524e-008	2.283281e-009
2.754228703338137e+002	3.480518e-008	2.283278e-009
2.818382931264423e+002	3.480512e-008	2.283275e-009
2.884031503126574e+002	3.480507e-008	2.283272e-009
2.951209226666354e+002	3.480501e-008	2.283269e-009
3.019951720401983e+002	3.480496e-008	2.283266e-009
3.090295432513557e+002	3.480491e-008	2.283264e-009
3.162277660168345e+002	3.480487e-008	2.283261e-009
3.235936569296247e+002	3.480482e-008	2.283259e-009
3.311311214825875e+002	3.480478e-008	2.283256e-009
3.388441561391988e+002	3.480474e-008	2.283254e-009
3.467368504525278e+002	3.480470e-008	2.283252e-009
3.548133892335715e+002	3.480467e-008	2.283250e-009
3.630780547700973e+002	3.480463e-008	2.283248e-009
3.715352290971684e+002	3.480460e-008	2.283246e-009
3.801893963205569e+002	3.480457e-008	2.283245e-009
3.890451449942762e+002	3.480454e-008	2.283243e-009
3.981071705534927e+002	3.480451e-008	2.283242e-009
4.073802778041081e+002	3.480448e-008	2.283240e-009
4.168693834703306e+002	3.480445e-008	2.283239e-009
4.265795188015877e+002	3.480443e-008	2.283237e-009
4.365158322401609e+002	3.480440e-008	2.283236e-009
4.466835921509579e+002	3.480438e-008	2.283235e-009
4.570881896148697e+002	3.480436e-008	2.283234e-009
4.677351412871927e+002	3.480434e-008	2.283232e-009
4.786300923226327e+002	3.480432e-008	2.283231e-009
4.897788193684405e+002	3.480430e-008	2.283230e-009
5.011872336272664e+002	3.480428e-008	2.283229e-009
5.128613839913588e+002	3.480427e-008	2.283228e-009
5.248074602497665e+002	3.480425e-008	2.283228e-009
5.370317963702464e+002	3.480423e-008	2.283227e-009
5.495408738576181e+002	3.480422e-008	2.283226e-009
5.623413251903425e+002	3.480420e-008	2.283225e-009
5.754399373371501e+002	3.480419e-008	2.283224e-009
5.888436553555820e+002	3.480418e-008	2.283224e-009
6.025595860743506e+002	3.480416e-008	2.283223e-009
6.165950018614748e+002	3.480415e-008	2.283222e-009
6.309573444801856e+002	3.480414e-008	2.283222e-009
6.456542290346476e+002	3.480413e-008	2.283221e-009
6.606934480075879e+002	3.480412e-008	2.283221e-009
6.760829753919735e+002	3.480411e-008	2.283220e-009
6.918309709189280e+002	3.480410e-008	2.283220e-009
7.079457843841292e+002	3.480409e-008	2.283219e-009
7.244359600749812e+002	3.480408e-008	2.283219e-009
7.413102413009084e+002	3.480408e-008	2.283218e-009
7.585775750291745e+002	3.480407e-008	2.283218e-009
7.762471166286822e+002	3.480406e-008	2.283218e-009
7.943282347242717e+002	3.480406e-008	2.283217e-009
8.128305161640892e+002	3.480405e-008	2.283217e-009
8.317637711026607e+002	3.480404e-008	2.283217e-009
8.511380382023659e+002	3.480404e-008	2.283216e-009
8.709635899560698e+002	3.480403e-008	2.283216e-009
8.912509381337344e+002	3.480403e-008	2.283216e-009
9.120108393558983e+002	3.480402e-008	2.283215e-009
9.332543007969792e+002	3.480402e-008	2.283215e-009
9.549925860214238e+002	3.480401e-008	2.283215e-009
9.772372209557982e+002	3.480401e-008	2.283215e-009
9.999999999999872e+002	3.480400e-008	2.283215e-009
1.023292992280741e+003	3.480400e-008	2.283214e-009
1.047128548050886e+003	3.480400e-008	2.283214e-009
1.071519305237592e+003	3.480400e-008	2.283214e-009
1.096478196143171e+003	3.480399e-008	2.283214e-009
1.122018454301949e+003	3.480399e-008	2.283214e-009
1.148153621496868e+003	3.480399e-008	2.283213e-009
1.174897554939514e+003	3.480399e-008	2.283213e-009
1.202264434617397e+003	3.480398e-008	2.283213e-009
1.230268770812365e+003	3.480398e-008	2.283213e-009
1.258925411794151e+003	3.480398e-008	2.283213e-009
1.288249551693117e+003	3.480398e-008	2.283213e-009
1.318256738556389e+003	3.480397e-008	2.283213e-009
1.348962882591635e+003	3.480397e-008	2.283213e-009
1.380384264602866e+003	3.480397e-008	2.283213e-009
1.412537544622735e+003	3.480397e-008	2.283213e-009
1.445439770745908e+003	3.480397e-008	2.283213e-009
1.479108388168187e+003	3.480397e-008	2.283213e-009
1.513561248436188e+003	3.480397e-008	2.283213e-009
1.548816618912460e+003	3.480397e-008	2.283213e-009
1.584893192461092e+003	3.480397e-008	2.283213e-009
1.621810097358908e+003	3.480397e-008	2.283213e-009
1.659586907437538e+003	3.480397e-008	2.283213e-009
1.698243652461721e+003	3.480397e-008	2.283213e-009
1.737800828749352e+003	3.480397e-008	2.283213e-009
1.778279410038899e+003	3.480397e-008	2.283213e-009
1.819700858609959e+003	3.480397e-008	2.283213e-009
1.862087136662842e+003	3.480397e-008	2.283213e-009
1.905460717963221e+003	3.480397e-008	2.283213e-009
1.949844599758018e+003	3.480397e-008	2.283213e-009
1.995262314968852e+003	3.480398e-008	2.283213e-009
2.041737944669501e+003	3.480398e-008	2.283213e-009
2.089296130854011e+003	3.480398e-008	2.283213e-009
2.137962089502203e+003	3.480398e-008	2.283213e-009
2.187761623949522e+003	3.480398e-008	2.283213e-009
2.238721138568309e+003	3.480399e-008	2.283214e-009
2.290867652767741e+003	3.480399e-008	2.283214e-009
2.344228815319890e+003	3.480399e-008	2.283214e-009
2.398832919019457e+003	3.480399e-008	2.283214e-009
2.454708915684996e+003	3.480399e-008	2.283214e-009
2.511886431509545e+003	3.480400e-008	2.283214e-009
2.570395782768828e+003	3.480400e-008	2.283214e-009
2.630267991895345e+003	3.480400e-008	2.283215e-009
2.691534803926878e+003	3.480401e-008	2.283215e-009
2.754228703338128e+003	3.480401e-008	2.283215e-009
2.818382931264414e+003	3.480401e-008	2.283215e-009
2.884031503126565e+003	3.480401e-008	2.283215e-009
2.951209226666344e+003	3.480402e-008	2.283215e-009
3.019951720401973e+003	3.480402e-008	2.283216e-009
3.090295432513546e+003	3.480402e-008	2.283216e-009
3.162277660168334e+003	3.480403e-008	2.283216e-009
3.235936569296236e+003	3.480403e-008	2.283216e-009
3.311311214825863e+003	3.480404e-008	2.283217e-009
3.388441561391976e+003	3.480404e-008	2.283217e-009
3.467368504525266e+003	3.480405e-008	2.283217e-009
3.548133892335703e+003	3.480405e-008	2.283217e-009
3.630780547700960e+003	3.480405e-008	2.283217e-009
3.715352290971671e+003	3.480406e-008	2.283218e-009
3.801893963205556e+003	3.480406e-008	2.283218e-009
3.890451449942748e+003	3.480407e-008	2.283218e-009
3.981071705534913e+003	3.480407e-008	2.283218e-009
4.073802778041067e+003	3.480408e-008	2.283219e-009
4.168693834703292e+003	3.480408e-008	2.283219e-009
4.265795188015863e+003	3.480409e-008	2.283219e-009
4.365158322401594e+003	3.480410e-008	2.283219e-009
4.466835921509563e+003	3.480410e-008	2.283220e-009
4.570881896148680e+003	3.480410e-008	2.283220e-009
4.677351412871911e+003	3.480411e-008	2.283220e-009
4.786300923226310e+003	3.480412e-008	2.283221e-009
4.897788193684387e+003	3.480412e-008	2.283221e-009
5.011872336272646e+003	3.480413e-008	2.283221e-009
5.128613839913570e+003	3.480413e-008	2.283221e-009
5.248074602497645e+003	3.480414e-008	2.283222e-009
5.370317963702444e+003	3.480414e-008	2.283222e-009
5.495408738576160e+003	3.480415e-008	2.283222e-009
5.623413251903404e+003	3.480416e-008	2.283222e-009
5.754399373371480e+003	3.480416e-008	2.283223e-009
5.888436553555798e+003	3.480417e-008	2.283223e-009
6.025595860743483e+003	3.480417e-008	2.283223e-009
6.165950018614725e+003	3.480418e-008	2.283224e-009
6.309573444801834e+003	3.480418e-008	2.283224e-009
6.456542290346454e+003	3.480419e-008	2.283224e-009
6.606934480075856e+003	3.480420e-008	2.283224e-009
6.760829753919711e+003	3.480420e-008	2.283225e-009
6.918309709189256e+003	3.480421e-008	2.283225e-009
7.079457843841267e+003	3.480421e-008	2.283225e-009
7.244359600749786e+003	3.480422e-008	2.283226e-009
7.413102413009058e+003	3.480422e-008	2.283226e-009
7.585775750291718e+003	3.480423e-008	2.283226e-009
7.762471166286794e+003	3.480423e-008	2.283226e-009
7.943282347242689e+003	3.480424e-008	2.283227e-009
8.128305161640863e+003	3.480424e-008	2.283227e-009
8.317637711026577e+003	3.480425e-008	2.283227e-009
8.511380382023628e+003	3.480425e-008	2.283228e-009
8.709635899560666e+003	3.480426e-008	2.283228e-009
8.912509381337311e+003	3.480426e-008	2.283228e-009
9.120108393558950e+003	3.480427e-008	2.283228e-009
9.332543007969760e+003	3.480427e-008	2.283228e-009
9.549925860214205e+003	3.480427e-008	2.283229e-009
9.772372209557949e+003	3.480428e-008	2.283229e-009
9.999999999999838e+003	3.480428e-008	2.283229e-009
1.023292992280738e+004	3.480428e-008	2.283230e-009
1.047128548050883e+004	3.480429e-008	2.283230e-009
1.071519305237589e+004	3.480429e-008	2.283230e-009
1.096478196143167e+004	3.480429e-008	2.283230e-009
1.122018454301945e+004	3.480429e-008	2.283231e-009
1.148153621496864e+004	3.480430e-008	2.283231e-009
1.174897554939510e+004	3.480430e-008	2.283231e-009
1.202264434617393e+004	3.480430e-008	2.283232e-009
1.230268770812361e+004	3.480430e-008	2.283232e-009
1.258925411794147e+004	3.480431e-008	2.283232e-009
1.288249551693113e+004	3.480431e-008	2.283232e-009
1.318256738556385e+004	3.480431e-008	2.283233e-009
1.348962882591631e+004	3.480431e-008	2.283233e-009
1.380384264602862e+004	3.480431e-008	2.283233e-009
1.412537544622731e+004	3.480430e-008	2.283234e-009
1.445439770745904e+004	3.480430e-008	2.283234e-009
